Freq(Hz)           Exp.Intens.   Theor.Intens.        Diff.
2008.185867          368603           61465          307138
2008.162997         -239238           60832         -300070
2008.140127          -10307           60212          -70519
2008.117257          112224           59605           52619
2008.094387          203360           59010          144350
2008.071517         -156524           58428         -214952
2008.048647          349947           57857          292090
2008.025777          260990           57297          203693
2008.002907         -500867           56748         -557615
2007.980037         -472079           56210         -528289
2007.957167          484710           55682          429028
2007.934297          278021           55163          222858
2007.911426         -144566           54655         -199221
2007.888556          -49910           54156         -104066
2007.865686         -264551           53666         -318217
2007.842816          -24233           53184          -77417
2007.819946         -304455           52712         -357167
2007.797076          -64324           52247         -116571
2007.774206         -157327           51791         -209118
2007.751336          263411           51342          212069
2007.728466          -96083           50902         -146985
2007.705596         -294503           50468         -344971
2007.682726           73392           50042           23350
2007.659856         -245084           49623         -294707
2007.636986         -141155           49211         -190366
2007.614116           28451           48805          -20354
2007.591246         -284032           48407         -332439
1989.318066          469624           37594          432030
1989.295196          336300           37911          298389
1989.272326          557459           38235          519224
1989.249456          466078           38564          427514
1989.226586          215820           38899          176921
1989.203716          437234           39240          397994
1989.180846           73454           39588           33866
1989.157975         -427141           39943         -467084
1989.135105         -223153           40304         -263457
1989.112235          101186           40671           60515
1989.089365         -473616           41046         -514662
1989.066495         -632589           41428         -674017
1989.043625          435366           41818          393548
1989.020755          389946           42215          347731
1988.997885           70303           42621           27682
1988.975015          -99603           43034         -142637
1988.952145          238773           43456          195317
1988.929275          141687           43886           97801
1988.906405          237049           44325          192724
1988.883535          -18663           44774          -63437
1988.860665          -16689           45232          -61921
1988.837795          325628           45699          279929
1988.814925         -476430           46177         -522607
1988.792055          321713           46665          275048
1988.769184          343277           47163          296114
1988.746314           48674           47673            1001
1988.723444         -535112           48194         -583306
1988.700574          181942           48726          133216
1988.677704          178270           49271          128999
1988.654834          289988           49828          240160
1988.631964         -388117           50398         -438515
1988.609094         -109738           50982         -160720
1988.586224          394235           51579          342656
1988.563354          280358           52191          228167
1988.540484         -490596           52818         -543414
1988.517614          426025           53460          372565
1988.494744            -143           54117          -54260
1988.471874         -145497           54792         -200289
1988.449004          226227           55483          170744
1988.426134          469577           56192          413385
1988.403263          194158           56920          137238
1988.380393         -282060           57666         -339726
1988.357523          730946           58433          672513
1988.334653          942789           59220          883569
1988.311783          296690           60029          236661
1988.288913          552405           60859          491546
1988.266043          166374           61713          104661
1988.243173         -122134           62591         -184725
1988.220303          333973           63495          270478
1988.197433         1033640           64424          969216
1988.174563         -272579           65381         -337960
1988.151693           44127           66366          -22239
1988.128823          653503           67381          586122
1988.105953          378894           68427          310467
1988.083083            7278           69506          -62228
1988.060213         -433764           70619         -504383
1988.037342          342115           71767          270348
1988.014472         1239597           72952         1166645
1987.991602          525854           74177          451677
1987.968732          907389           75442          831947
1987.945862          481021           76750          404271
1987.922992         -159154           78103         -237257
1987.900122          103474           79503           23971
1987.877252          245495           80954          164541
1987.854382          213896           82456          131440
1987.831512          491055           84014          407041
1987.808642         -124674           85630         -210304
1987.785772          153770           87307           66463
1987.762902          122916           89049           33867
1987.740032          182394           90859           91535
1987.717162         -260319           92742         -353061
1987.694292          -26619           94702         -121321
1987.671421          353217           96743          256474
1987.648551           27369           98870          -71501
1987.625681         -565087          101089         -666176
1987.602811         -416838          103406         -520244
1987.579941          -79885          105826         -185711
1987.557071         -424001          108357         -532358
1987.534201          301706          111007          190699
1987.511331          486599          113783          372816
1987.488461          256224          116694          139530
1987.465591         -103586          119751         -223337
1987.442721          -55755          122963         -178718
1987.419851          -90256          126344         -216600
1987.396981         -175615          129905         -305520
1987.374111           20946          133661         -112715
1987.351241          277473          137628          139845
1987.328371         -105246          141824         -247070
1987.305500         -132025          146268         -278293
1987.282630         -262005          150983         -412988
1987.259760         -405622          155992         -561614
1987.236890        -1256412          161323        -1417735
1987.214020         -616886          167007         -783893
1987.191150          -23864          173080         -196944
1987.168280          180779          179580            1199
1987.145410          322178          186554          135624
1987.122540           13166          194053         -180887
1987.099670          339630          202137          137493
1987.076800         -249076          210874         -459950
1987.053930          223921          220346            3575
1987.031060         -296710          230646         -527356
1987.008190          298266          241883           56383
1986.985320          301629          254189           47440
1986.962450          -44718          267718         -312436
1986.939579           18264          282660         -264396
1986.916709         -318056          299241         -617297
1986.893839          114002          317740         -203738
1986.870969          220823          338503         -117680
1986.848099          136292          361965         -225673
1986.825229         -190921          388679         -579600
1986.802359          408889          419357          -10468
1986.779489          156474          454938         -298464
1986.756619          245685          496679         -250994
1986.733749          224942          546303         -321361
1986.710879          690839          606233           84606
1986.688009         1206750          679979          526771
1986.665139         1162005          772811          389194
1986.642269          770288          892972         -122684
1986.619399          704747         1054031         -349284
1986.596529         1071852         1279744         -207892
1986.573658         1451702         1615072         -163370
1986.550788         1111857         2153960        -1042103
1986.527918         2385580         3119111         -733531
1986.505048         4736109         5117497         -381388
1986.482178        10889413         9707385         1182028
1986.459308        19165587        16102194         3063393
1986.436438        22998566        20009831         2988735
1986.413568        18074117        17431196          642921
1986.390698        10658314        11724273        -1065959
1986.367828         5061639         6626192        -1564553
1986.344958         3537569         4564430        -1026861
1986.322088         3183605         3881526         -697921
1986.299218         2811384         3865208        -1053824
1986.276348         3176036         4344545        -1168509
1986.253478         3907792         5413225        -1505433
1986.230608         5489384         7469182        -1979798
1986.207737         9134234        11606894        -2472660
1986.184867        21416139        20993689          422450
1986.161997        41820727        43031255        -1210528
1986.139127        59353482        67583452        -8229970
1986.116257        64826156        61503116         3323040
1986.093387        52215912        39532588        12683324
1986.070517        29204298        24253761         4950537
1986.047647        12950481        13738206         -787725
1986.024777         6968768         8605626        -1636858
1986.001907         5260592         6305805        -1045213
1985.979037         4802582         5282392         -479810
1985.956167         3452567         5007775        -1555208
1985.933297         3583440         5382268        -1798828
1985.910427         5163737         6625253        -1461516
1985.887557        10384539         9524365          860174
1985.864687        26401177        16471379         9929798
1985.841816        42628102        33494337         9133765
1985.818946        48090500        53620631        -5530131
1985.796076        41061233        45781559        -4720326
1985.773206        23254952        23117964          136988
1985.750336         8114816        11680295        -3565479
1985.727466         4013142         6893546        -2880404
1985.704596         2988853         4585103        -1596250
1985.681726         1541457         3313829        -1772372
1985.658856         1455231         2541593        -1086362
1985.635986          524033         2037458        -1513425
1985.613116          730293         1690092         -959799
1985.590246          482497         1440676         -958179
1985.567376          381313         1255807         -874494
1985.544506          353321         1115378         -762057
1985.521636          727768         1006700         -278932
1985.498766          536848          921450         -384602
1985.475895         -176095          853988        -1030083
1985.453025          383206          800395         -417189
1985.430155          210388          757888         -547500
1985.407285           -7894          724463         -732357
1985.384415         -527518          698665        -1226183
1985.361545          336612          679437         -342825
1985.338675          -60575          666023         -726598
1985.315805          -90426          657902         -748328
1985.292935           39583          654744         -615161
1985.270065         -104519          656389         -760908
1985.247195         -468456          662830        -1131286
1985.224325         -246985          674217         -921202
1985.201455          160256          690864         -530608
1985.178585          868149          713280          154869
1985.155715           75102          742209         -667107
1985.132845         -391876          778695        -1170571
1985.109974         -222699          824190        -1046889
1985.087104          707845          880709         -172864
1985.064234          798772          951084         -152312
1985.041364          885156         1039358         -154202
1985.018494          210241         1151463         -941222
1984.995624         1844959         1296368          548591
1984.972754         1427142         1488192          -61050
1984.949884         1392800         1750281         -357481
1984.927014          918219         2123690        -1205471
1984.904144         1379172         2686455        -1307283
1984.881274         2982726         3602547         -619821
1984.858404         3504105         5263409        -1759304
1984.835534         7866199         8742705         -876506
1984.812664        18238726        16751349         1487377
1984.789794        29765564        27847243         1918321
1984.766924        32974283        31565293         1408990
1984.744053        25965052        24902861         1062191
1984.721183        19257784        18007425         1250359
1984.698313        21294168        18747797         2546371
1984.675443        24874519        19822906         5051613
1984.652573        24265885        22464138         1801747
1984.629703        17870633        17917414          -46781
1984.606833         8784827        14764262        -5979435
1984.583963         4404379         9656192        -5251813
1984.561093         4572755         7489009        -2916254
1984.538223         5555312         7508086        -1952774
1984.515353         7658952         9405076        -1746124
1984.492483        14361164        14717877         -356713
1984.469613        26489886        25718513          771373
1984.446743        36374087        34404497         1969590
1984.423873        31539355        32809447        -1270092
1984.401003        21026597        26080723        -5054126
1984.378133        21649147        28447258        -6798111
1984.355262        46847721        43203097         3644624
1984.332392        72255195        51287167        20968028
1984.309522        73106191        62497522        10608669
1984.286652        69170999        61183970         7987029
1984.263782        47807542        45208863         2598679
1984.240912        19488826        35833267       -16344441
1984.218042         7554745        20300054       -12745309
1984.195172         6639216        11824575        -5185359
1984.172302         5729658         8156579        -2426921
1984.149432         4353543         6458123        -2104580
1984.126562         2867444         5749691        -2882247
1984.103692         3162698         5740333        -2577635
1984.080822         4496067         6497430        -2001363
1984.057952         5069391         8549826        -3480435
1984.035082         4735823        13595845        -8860022
1984.012212         7272528        25087814       -17815286
1983.989341        19298050        32898951       -13600901
1983.966471        43757163        40103713         3653450
1983.943601        52886076        47430413         5455663
1983.920731        50810036        34160230        16649806
1983.897861        47283662        30559475        16724187
1983.874991        26720403        18051429         8668974
1983.852121         8610515         9589356         -978841
1983.829251         3818595         5904600        -2086005
1983.806381         3394169         4080316         -686147
1983.783511         2572441         3043027         -470586
1983.760641         1902606         2391105         -488499
1983.737771          850150         1950903        -1100753
1983.714901         1641018         1637464            3554
1983.692031         1518803         1405055          113748
1983.669161         1516047         1227160          288887
1983.646291          854091         1087480         -233389
1983.623420         1276607          975509          301098
1983.600550          971734          884208           87526
1983.577680           64575          808702         -744127
1983.554810          499459          745524         -246065
1983.531940          612672          692146          -79474
1983.509070          125326          646690         -521364
1983.486200          194543          607736         -413193
1983.463330          223079          574195         -351116
1983.440460          345978          545219         -199241
1983.417590          215093          520145         -305052
1983.394720          613799          498448          115351
1983.371850          149655          479712         -330057
1983.348980         -408921          463606         -872527
1983.326110         -148318          449870         -598188
1983.303240          140781          438299         -297518
1983.280370         -727599          428739        -1156338
1983.257499         -608517          421077        -1029594
1983.234629          148594          415238         -266644
1983.211759          288794          411184         -122390
1983.188889          723565          408912          314653
1983.166019         -818382          408457        -1226839
1983.143149         -456346          409893         -866239
1983.120279          154560          413336         -258776
1983.097409         -143517          418959         -562476
1983.074539           82977          426995         -344018
1983.051669          361104          437757          -76653
1983.028799          350552          451662         -101110
1983.005929            8799          469257         -460458
1982.983059           98661          491273         -392612
1982.960189          212138          518685         -306547
1982.937319          313362          552821         -239459
1982.914449          845426          595510          249916
1982.891578         1303346          649333          654013
1982.868708         1171023          718022          453001
1982.845838          963299          807134          156165
1982.822968          615420          925264         -309844
1982.800098          520045         1086306         -566261
1982.777228          964658         1314000         -349342
1982.754358         1686206         1651847           34359
1982.731488         2602109         2187056          415053
1982.708618         2161428         3116100         -954672
1982.685748         4229544         4949330         -719786
1982.662878        10658589         9119232         1539357
1982.640008        23449148        16708725         6740423
1982.617138        30297710        19841427        10456283
1982.594268        29258568        26671089         2587479
1982.571398        25865996        23157007         2708989
1982.548528        14640594        18817923        -4177329
1982.525657         5947252        13473172        -7525920
1982.502787         2887370         7164478        -4277108
1982.479917         2453591         4426212        -1972621
1982.457047         2648665         3261010         -612345
1982.434177         1976515         2774496         -797981
1982.411307         2445537         2681143         -235606
1982.388437         2209714         2933935         -724221
1982.365567         2273862         3668489        -1394627
1982.342697         3268813         5370330        -2101517
1982.319827         3492526         9473694        -5981168
1982.296957         7121364        16918707        -9797343
1982.274087        17890109        19795925        -1905816
1982.251217        27321496        26598866          722630
1982.228347        28332460        22947790         5384670
1982.205477        28020781        18540112         9480669
1982.182607        19701285        13292295         6408990
1982.159736         7779517         6843915          935602
1982.136866         3031569         3947256         -915687
1982.113996         2673550         2602063           71487
1982.091126         2244055         1877725          366330
1982.068256         1646777         1440957          205820
1982.045386         1252628         1155446           97182
1982.022516         1441629          957448          484181
1981.999646         1339370          813849          525521
1981.976776          784563          705991           78572
1981.953906          582730          622674          -39944
1981.931036          568495          556821           11674
1981.908166          219333          503770         -284437
1981.885296          737187          460341          276846
1981.862426          850930          424300          426630
1981.839556          123507          394039         -270532
1981.816686         -249480          368373         -617853
1981.793815          198855          346411         -147556
1981.770945         -159453          327477         -486930
1981.748075         -645320          311044         -956364
1981.725205         -380932          296700         -677632
1981.702335          880154          284115          596039
1981.679465         1208946          273028          935918
1981.656595          677986          263224          414762
1981.633725          332652          254529           78123
1981.610855          706712          246797          459915
1981.587985          167584          239910          -72326
1981.565115          328451          233768           94683
1981.542245         1268819          228285         1040534
1981.519375          489344          223391          265953
1981.496505         -538873          219024         -757897
1981.473635          197175          215134          -17959
1981.450765          355784          211676          144108
1981.427894         -251237          208613         -459850
1981.405024        -1322441          205910        -1528351
1981.382154         -225396          203541         -428937
1981.359284          996116          201480          794636
1981.336414          676384          199707          476677
1981.313544         1205881          198204         1007677
1981.290674          689438          196955          492483
1981.267804         1039986          195948          844038
1981.244934         1117200          195170          922030
1981.222064          843122          194613          648509
1981.199194          451515          194269          257246
1981.176324         1095849          194131          901718
1981.153454          465565          194196          271369
1981.130584         -182605          194458         -377063
1981.107714          504250          194918          309332
1981.084844          883943          195572          688371
1981.061973          928076          196423          731653
1981.039103          112645          197471          -84826
1981.016233          312727          198719          114008
1980.993363          319672          200171          119501
1980.970493          411619          201833          209786
1980.947623          997851          203712          794139
1980.924753          -65703          205816         -271519
1980.901883         -254131          208155         -462286
1980.879013          864969          210742          654227
1980.856143         1576773          213589         1363184
1980.833273          958696          216715          741981
1980.810403          398792          220138          178654
1980.787533          721066          223879          497187
1980.764663         1563994          227965         1336029
1980.741793         1396970          232426         1164544
1980.718923          696735          237295          459440
1980.696052         1276226          242613         1033613
1980.673182          569043          248426          320617
1980.650312          -74436          254790         -329226
1980.627442         -148134          261768         -409902
1980.604572         -150651          269436         -420087
1980.581702         -429164          277886         -707050
1980.558832         -914996          287224        -1202220
1980.535962         1313517          297580         1015937
1980.513092         1652013          309112         1342901
1980.490222         1001639          322012          679627
1980.467352          461705          336518          125187
1980.444482          364131          352925           11206
1980.421612         1259341          371606          887735
1980.398742          997387          393036          604351
1980.375872         1165280          417830          747450
1980.353002          559163          446795          112368
1980.330132          534459          481009           53450
1980.307261          469069          521937          -52868
1980.284391          266985          571621         -304636
1980.261521          737323          632967          104356
1980.238651          637357          710245          -72888
1980.215781          700975          809927         -108952
1980.192911          350578          942227         -591649
1980.170041         1005891         1124032         -118141
1980.147171          834982         1384908         -549926
1980.124301         1300304         1780387         -480083
1980.101431         1748484         2424462         -675978
1980.078561         2569805         3579016        -1009211
1980.055691         5500804         5934144         -433340
1980.032821        12591460        11510159         1081301
1980.009951        20942269        23646962        -2704693
1979.987081        24923849        29589430        -4665581
1979.964211        22719568        18138369         4581199
1979.941340        14678637         8827578         5851059
1979.918470         6006605         5066273          940332
1979.895600         2959648         3461629         -501981
1979.872730         2547770         2721076         -173306
1979.849860         2430748         2405390           25358
1979.826990         1715053         2362223         -647170
1979.804120         1939006         2566723         -627717
1979.781250         3464517         3098328          366189
1979.758380         4308771         4216082           92689
1979.735510        10757650         6657792         4099858
1979.712640        21155864        12615299         8540565
1979.689770        24942375        25186995         -244620
1979.666900        23743771        29540569        -5796798
1979.644030        16969300        17212525         -243225
1979.621160         8004618         8709358         -704740
1979.598290         3420760         5412330        -1991570
1979.575419         2545811         4193091        -1647280
1979.552549         2154383         4054592        -1900209
1979.529679         3826352         5041215        -1214863
1979.506809         8774126         8300927          473199
1979.483939        12125219        14627427        -2502208
1979.461069        13406049        15339671        -1933622
1979.438199        11514496         8862772         2651724
1979.415329         6496980         4707566         1789414
1979.392459         1960000         3011197        -1051197
1979.369589         1614342         2251839         -637497
1979.346719         1370263         1884910         -514647
1979.323849         1424983         1721647         -296664
1979.300979         1552830         1696965         -144135
1979.278109         1669658         1805405         -135747
1979.255239         1561066         2097098         -536032
1979.232369         2649849         2727409          -77560
1979.209498         6100068         4143814         1956254
1979.186628         9970835         7653078         2317757
1979.163758        13046735        14206822        -1160087
1979.140888        12115560        15028293        -2912733
1979.118018         8323652         8543728         -220076
1979.095148         3882014         4479929         -597915
1979.072278         1701808         2831242        -1129434
1979.049408          143142         2086923        -1943781
1979.026538           25864         1707771        -1681907
1979.003668         1043940         1500195         -456255
1978.980798          898195         1384490         -486295
1978.957928          632825         1323777         -690952
1978.935058            9088         1299507        -1290419
1978.912188          194973         1301898        -1106925
1978.889318         1187410         1325812         -138402
1978.866448          873993         1368849         -494856
1978.843577          682711         1430441         -747730
1978.820707         1813433         1511461          301972
1978.797837         1516734         1614140          -97406
1978.774967         1416564         1742219         -325655
1978.752097         2196601         1901348          295253
1978.729227         2770618         2099817          670801
1978.706357         2172003         2349803         -177800
1978.683487         1899014         2669519         -770505
1978.660617         2147836         3086995         -939159
1978.637747         2838593         3647076         -808483
1978.614877         3354751         4425154        -1070403
1978.592007         4420268         5556131        -1135863
1978.569137         6088164         7301386        -1213222
1978.546267         8776963        10221968        -1445005
1978.523397        12692423        15689190        -2996767
1978.500527        28382347        27525768          856579
1978.477656        60713576        54483489         6230087
1978.454786        94347745        86546559         7801186
1978.431916        98300956        96922602         1378354
1978.409046        70414174        74992930        -4578756
1978.386176        40490745        45210868        -4720123
1978.363306        30148333        36132973        -5984640
1978.340436        27231800        39234805       -12003005
1978.317566        23656189        27517166        -3860977
1978.294696        22770531        16708062         6062469
1978.271826        14810543        12491557         2318986
1978.248956         8404616        11342855        -2938239
1978.226086         8527936        12078078        -3550142
1978.203216        11678452        14933798        -3255346
1978.180346        16839271        21739469        -4900198
1978.157476        36412104        38205898        -1793794
1978.134606        72900083        71185521         1714562
1978.111735       105965466        97387464         8578002
1978.088865       108501562        93053912        15447650
1978.065995        76422027        66744776         9677251
1978.043125        40910569        49579817        -8669248
1978.020255        26995898        41638681       -14642783
1977.997385        20010349        24558204        -4547855
1977.974515         9868062        14925357        -5057295
1977.951645         5628643        10663585        -5034942
1977.928775         5497844         8588511        -3090667
1977.905905         5549607         7539929        -1990322
1977.883035         5576090         7078450        -1502360
1977.860165         5647344         7028658        -1381314
1977.837295         6217867         7337056        -1119189
1977.814425         7432657         8030845         -598188
1977.791555         8714076         9223100         -509024
1977.768685        10289816        11163967         -874151
1977.745814        13592887        14385164         -792277
1977.722944        17571096        20107700        -2536604
1977.700074        26961576        31513404        -4551828
1977.677204        57499820        57174064          325756
1977.654334       107595102       101807053         5788049
1977.631464       148887542       145020871         3866671
1977.608594       147881522       157244035        -9362513
1977.585724       119918701       123501994        -3583293
1977.562854        96755521        88440904         8314617
1977.539984        89318682        82133864         7184818
1977.517114        84326083        81590108         2735975
1977.494244        67745570        71344981        -3599411
1977.471374        43264530        51481585        -8217055
1977.448504        24170838        36807694       -12636856
1977.425634        18408809        27592875        -9184066
1977.402764        19319467        25702368        -6382901
1977.379893        20158475        30433119       -10274644
1977.357023        33114372        45359496       -12245124
1977.334153        77318063        81240073        -3922010
1977.311283       137019933       128586057         8433876
1977.288413       164880733       163335359         1545374
1977.265543       139671825       143151077        -3479252
1977.242673        90982533        92799822        -1817289
1977.219803        62580526        75968219       -13387693
1977.196933        69034701        78122460        -9087759
1977.174063        79683664        74511332         5172332
1977.151193        68885515        62683412         6202103
1977.128323        46312746        40909562         5403184
1977.105453        26568736        26372032          196704
1977.082583        14124868        16051567        -1926699
1977.059713         9535881        10864336        -1328455
1977.036843         6931218         8079630        -1148412
1977.013972         5189773         6376738        -1186965
1976.991102         5203527         5235831          -32304
1976.968232         4634764         4422401          212363
1976.945362         2829278         3816242         -986964
1976.922492         2318428         3349508        -1031080
1976.899622         2124212         2981038         -856826
1976.876752         1967143         2684433         -717290
1976.853882         1873551         2442006         -568455
1976.831012         1288866         2241489         -952623
1976.808142         1220787         2074128         -853341
1976.785272         1836957         1933534          -96577
1976.762402         1299522         1814960         -515438
1976.739532          935092         1714835         -779743
1976.716662          506534         1630451        -1123917
1976.693792          503503         1559751        -1056248
1976.670922          391430         1501185        -1109755
1976.648051           52379         1453613        -1401234
1976.625181          -78134         1416238        -1494372
1976.602311          453698         1388570         -934872
1976.579441          808421         1370401         -561980
1976.556571          494999         1361812         -866813
1976.533701           92136         1363195        -1271059
1976.510831          312989         1375299        -1062310
1976.487961          416817         1399312         -982495
1976.465091          737948         1436987         -699039
1976.442221         1715848         1490845          225003
1976.419351         1722602         1564479          158123
1976.396481         1635205         1663047          -27842
1976.373611         1537695         1794062         -256367
1976.350741         1998525         1968731           29794
1976.327871         1490705         2204292         -713587
1976.305001         1171116         2528301        -1357185
1976.282130         1728582         2987019        -1258437
1976.259260         3020841         3662982         -642141
1976.236390         3810560         4715316         -904756
1976.213520         4685711         6482951        -1797240
1976.190650         7282867         9785567        -2502700
1976.167780        16565086        16891356         -326270
1976.144910        35832695        33330198         2502497
1976.122040        58837375        54418237         4419138
1976.099170        65318528        64416555          901973
1976.076300        50691635        52117498        -1425863
1976.053430        27650355        30340148        -2689793
1976.030560        12078365        15968107        -3889742
1976.007690         7617642         9990214        -2372572
1975.984820         6514357         7349545         -835188
1975.961950         4950808         6162373        -1211565
1975.939080         3490268         5785758        -2295490
1975.916210         4024329         6038179        -2013850
1975.893339         5535854         7012556        -1476702
1975.870469         7577770         9165778        -1588008
1975.847599        10594514        13835914        -3241400
1975.824729        21287982        24882985        -3595003
1975.801859        43316083        46472965        -3156882
1975.778989        64398299        63271549         1126750
1975.756119        65145716        61126370         4019346
1975.733249        46172175        42864475         3307700
1975.710379        24130882        23595552          535330
1975.687509        13897729        16075688        -2177959
1975.664639        14592877        15827295        -1234418
1975.641769        17670866        18157435         -486569
1975.618899        19628378        20719119        -1090741
1975.596029        26346327        23369579         2976748
1975.573159        33368249        22655995        10712254
1975.550289        26368082        21066029         5302053
1975.527418        27732888        28038940         -306052
1975.504548        28654163        22597184         6056979
1975.481678        15365844        17265880        -1900036
1975.458808         5311837        17065367       -11753530
1975.435938         3743050        10729316        -6986266
1975.413068         3914870         6931614        -3016744
1975.390198         4394728         5673765        -1279037
1975.367328         3394230         5833556        -2439326
1975.344458         5102536         7676728        -2574192
1975.321588         9461683        11613506        -2151823
1975.298718        14173624        15076854         -903230
1975.275848        15035210        16411696        -1376486
1975.252978        10807400        17940736        -7133336
1975.230108         8175473        20032464       -11856991
1975.207238        12878168        17992810        -5114642
1975.184368        24958731        24008837          949894
1975.161497        25745077        24725063         1020014
1975.138627        21579992        16587712         4992280
1975.115757        27746085        16420074        11326011
1975.092887        22416024        11730869        10685155
1975.070017         8581720         6266464         2315256
1975.047147         2462208         3843696        -1381488
1975.024277         3053527         2685915          367612
1975.001407         2895178         2040966          854212
1974.978537         1759180         1638395          120785
1974.955667         1286096         1366113          -80017
1974.932797         1945985         1170911          775074
1974.909927         1931494         1024708          906786
1974.887057          822122          911422          -89300
1974.864187          834252          821235           13017
1974.841317          380889          747839         -366950
1974.818447          497436          687009         -189573
1974.795576         -153398          635815         -789213
1974.772706           68686          592163         -523477
1974.749836          981550          554524          427026
1974.726966         1172645          521751          650894
1974.704096          615595          492971          122624
1974.681226          646067          467507          178560
1974.658356         1555013          444827         1110186
1974.635486         1682449          424507         1257942
1974.612616         1216043          406205          809838
1974.589746          801727          389643          412084
1974.566876          240552          374589         -134037
1974.544006          479827          360855          118972
1974.521136         -176801          348281         -525082
1974.498266           93251          336732         -243481
1974.475396          330344          326094            4250
1974.452526          176422          316269         -139847
1974.429655          261343          307175          -45832
1974.406785          322511          298737           23774
1974.383915           85400          290894         -205494
1974.361045         -525339          283590         -808929
1974.338175         -541829          276778         -818607
1974.315305         -321018          270415         -591433
1974.292435          304862          264464           40398
1974.269565         1286651          258892         1027759
1974.246695          976341          253669          722672
1974.223825          546130          248769          297361
1974.200955          153684          244169          -90485
1974.178085         1035924          239847          796077
1974.155215         1133392          235785          897607
1974.132345         1616932          231967         1384965
1974.109475          627476          228375          399101
1974.086605          871001          224997          646004
1974.063734          664836          221820          443016
1974.040864          410737          218833          191904
1974.017994         -120520          216024         -336544
1973.995124         -601358          213386         -814744
1973.972254          579149          210909          368240
1973.949384         1093243          208585          884658
1973.926514         1352662          206408         1146254
1973.903644         1127967          204370          923597
1973.880774          241711          202467           39244
1973.857904          248522          200692           47830
1973.835034          284015          199041           84974
1973.812164         1339074          197509         1141565
1973.789294         1390903          196093         1194810
1973.766424          815602          194788          620814
1973.743554          452760          193592          259168
1973.720684         1072051          192501          879550
1973.697813         1320896          191513         1129383
1973.674943         1091533          190626          900907
1973.652073         1110846          189838          921008
1973.629203         1090861          189146          901715
1973.606333          620289          188550          431739
1973.583463          625679          188048          437631
1973.560593         -366410          187638         -554048
1973.537723          615584          187322          428262
1973.514853          296568          187096          109472
1973.491983         -207053          186963         -394016
1973.469113            7350          186920         -179570
1973.446243         -316842          186969         -503811
1973.423373          397184          187110          210074
1973.400503          590146          187343          402803
1973.377633         2074342          187669         1886673
1973.354763         1818393          188089         1630304
1973.331892          712539          188605          523934
1973.309022          384731          189218          195513
1973.286152          380039          189930          190109
1973.263282          541926          190742          351184
1973.240412          141802          191658          -49856
1973.217542          555004          192680          362324
1973.194672          100089          193810          -93721
1973.171802          -23767          195053         -218820
1973.148932         -300273          196411         -496684
1973.126062         -189857          197889         -387746
1973.103192          673845          199491          474354
1973.080322          991199          201222          789977
1973.057452         1202386          203088          999298
1973.034582         1252850          205094         1047756
1973.011712         1032868          207247          825621
1972.988842          173927          209554          -35627
1972.965971          237778          212023           25755
1972.943101          602210          214662          387548
1972.920231         -447275          217480         -664755
1972.897361         -530461          220489         -750950
1972.874491         -467909          223698         -691607
1972.851621         -348977          227121         -576098
1972.828751          -80999          230772         -311771
1972.805881          139646          234664          -95018
