Freq(Hz)           Exp.Intens.   Theor.Intens.        Diff.
1824.836579         -328330          198473         -526803
1824.813709         -509549          208858         -718407
1824.790839          -40146          220316         -260462
1824.767969         -631294          233030         -864324
1824.745099         -446741          247229         -693970
1824.722229         -475626          263202         -738828
1824.699358         -469678          281323         -751001
1824.676488          -68266          302084         -370350
1824.653618         -583726          326141         -909867
1824.630748         -715454          354400        -1069854
1824.607878          157393          388134         -230741
1824.585008          -54647          429203         -483850
1824.562138         -764448          480415        -1244863
1824.539268         -114909          546204         -661113
1824.516398           32129          633957         -601828
1824.493528         -413881          756784        -1170665
1824.470658          -31548          939878         -971426
1824.447788          251909         1236708         -984799
1824.424918          -63427         1775799        -1839226
1824.402048          191873         2914052        -2722179
1824.379178         1992425         5702636        -3710211
1824.356308         7898080        10584033        -2685953
1824.333437        11710462         8154326         3556136
1824.310567         7105964         4287304         2818660
1824.287697         2661192         2881148         -219956
1824.264827         1451240         2564479        -1113239
1824.241957         2532538         2914440         -381902
1824.219087         4724350         4211208          513142
1824.196217         9945248         7693016         2252232
1824.173347        11763549        11785395          -21846
1824.150477         5789933         7862192        -2072259
1824.127607         2338588         5149988        -2811400
1824.104737         2665717         4889758        -2224041
1824.081867         9131375         6544891         2586484
1824.058997        15262658        11569268         3693390
1824.036127        16062178        18411323        -2349145
1824.013257        14892507        17580926        -2688419
1823.990387         9201779        10537828        -1336049
1823.967516         4668284         6855352        -2187068
1823.944646         5746157         6122073         -375916
1823.921776        13054527         7254382         5800145
1823.898906        14734846        11099285         3635561
1823.876036        11092553        20742898        -9650345
1823.853166        18718463        32693809       -13975346
1823.830296        34499605        34041961          457644
1823.807426        29422649        20152460         9270189
1823.784556        11719195        11365147          354048
1823.761686         5084428         8529548        -3445120
1823.738816         6823004         8746435        -1923431
1823.715946        13841095        12322376         1518719
1823.693076        24308366        20443109         3865257
1823.670206        28565365        26361555         2203810
1823.647336        22592822        25304374        -2711552
1823.624466        12576426        14898640        -2322214
1823.601595         7136387        10831157        -3694770
1823.578725         6710348        11325191        -4614843
1823.555855        14186852        16473316        -2286464
1823.532985        39621107        30788563         8832544
1823.510115        57603202        49399180         8204022
1823.487245        35964109        37665594        -1701485
1823.464375        12194716        19324666        -7129950
1823.441505         7015938        12244769        -5228831
1823.418635         9009332        10409051        -1399719
1823.395765         9821428        11854243        -2032815
1823.372895        19002626        18159017          843609
1823.350025        40845596        35087782         5757814
1823.327155        51328300        48410192         2918108
1823.304285        32222077        32893951         -671874
1823.281415        11777399        17755553        -5978154
1823.258545         6174849        11185614        -5010765
1823.235674         6630206         9369922        -2739716
1823.212804         8702381        10710767        -2008386
1823.189934        18297069        16986205         1310864
1823.167064        28615233        28279889          335344
1823.144194        26712313        26118653          593660
1823.121324        14993782        16440140        -1446358
1823.098454         7342709        10176535        -2833826
1823.075584         5962887         8555603        -2592716
1823.052714         5620586         9947204        -4326618
1823.029844        10914153        15825228        -4911075
1823.006974        27784731        30037725        -2252994
1822.984104        42246007        36147228         6098779
1822.961234        31886943        24708585         7178358
1822.938364        11541447        13025427        -1483980
1822.915494         3739348         8017693        -4278345
1822.892624         4718350         6373089        -1654739
1822.869753         6155794         6696191         -540397
1822.846883         8977688         9704607         -726919
1822.824013        13337165        17872081        -4534916
1822.801143        14712395        20082317        -5369922
1822.778273        14451326        10632178         3819148
1822.755403         9630308         5908196         3722112
1822.732533         3774165         4164795         -390630
1822.709663         1675767         3731899        -2056132
1822.686793         2922933         4401943        -1479010
1822.663923         7878015         7113062          764953
1822.641053        11990959        11340568          650391
1822.618183         7397156         7783655         -386499
1822.595313         2399281         4239495        -1840214
1822.572443         1083094         2958818        -1875724
1822.549573         1244905         2712171        -1467266
1822.526703         1014732         3302183        -2287451
1822.503832          332881         5470712        -5137831
1822.480962         2463215        10056425        -7593210
1822.458092         9614426         8436638         1177788
1822.435222        12042738         4119250         7923488
1822.412352         4396669         2274602         2122067
1822.389482          -79152         1479549        -1558701
1822.366612         1138154         1075920           62234
1822.343742          270679          841530         -570851
1822.320872         -583365          691189        -1274554
1822.298002         -378602          587371         -965973
1822.275132           46617          511564         -464947
1822.252262           12984          453775         -440791
1822.229392         -114471          408203         -522674
1822.206522         -256666          371282         -627948
1822.183652         -255324          340706         -596030
1822.160782         -837797          314926        -1152723
1822.137911         -446196          292862         -739058
1822.115041         -576514          273739         -850253
1822.092171         -925967          256987        -1182954
1818.844623          -28445           84242         -112687
1818.821752         -180978           85866         -266844
1818.798882         -199468           87564         -287032
1818.776012          323995           89339          234656
1818.753142         -251345           91197         -342542
1818.730272         -791515           93143         -884658
1818.707402         -505178           95181         -600359
1818.684532          177889           97317           80572
1818.661662          306743           99558          207185
1818.638792         -428346          101910         -530256
1818.615922         -240125          104381         -344506
1818.593052          123268          106979           16289
1818.570182           -9305          109713         -119018
1818.547312         -596407          112593         -709000
1818.524442         -588203          115629         -703832
1818.501572         -290813          118833         -409646
1818.478702          192396          122218           70178
1818.455831         -396304          125799         -522103
1818.432961         -231018          129593         -360611
1818.410091          217283          133616           83667
1818.387221         -183044          137890         -320934
1818.364351        -1079850          142436        -1222286
1818.341481         -219320          147282         -366602
1818.318611          291699          152456          139243
1818.295741         -961223          157990        -1119213
1818.272871         -660181          163924         -824105
1818.250001          -77045          170300         -247345
1818.227131           38068          177169         -139101
1818.204261         -417757          184590         -602347
1818.181391         -723861          192632         -916493
1818.158521         -735248          201376         -936624
1818.135651         -174001          210918         -384919
1818.112781         -256623          221376         -477999
1818.089910         -209171          232890         -442061
1818.067040         -182235          245633         -427868
1818.044170         -368550          259819         -628369
1818.021300         -242021          275719         -517740
1817.998430         -478145          293678         -771823
1817.975560         -654861          314143         -969004
1817.952690         -326812          337707         -664519
1817.929820         -388714          365174         -753888
1817.906950         -129256          397657         -526913
1817.884080         -211893          436751         -648644
1817.861210         -512273          484808         -997081
1817.838340          -92926          545448         -638374
1817.815470          -99081          624510         -723591
1817.792600         -402472          731959        -1134431
1817.769730         -487673          886036        -1373709
1817.746860          208172         1123165         -914993
1817.723989          864241         1524475         -660234
1817.701119         -371446         2296797        -2668243
1817.678249          627820         4044860        -3417040
1817.655379         3892824         8295079        -4402255
1817.632509        11701483        11547453          154030
1817.609639        11792908         6621521         5171387
1817.586769         5021157         3765254         1255903
1817.563899         1878323         2854941         -976618
1817.541029         1176794         2817900        -1641106
1817.518159         2489807         3525294        -1035487
1817.495289         8090457         5639567         2450890
1817.472419        13826742        10619559         3207183
1817.449549         9838777        11543151        -1704374
1817.426679         3540710         6842418        -3301708
1817.403809         2254483         5187989        -2933506
1817.380939         5037542         5706936         -669394
1817.358068        12983845         8679702         4304143
1817.335198        17342429        15950308         1392121
1817.312328        17004655        20405716        -3401061
1817.289458        14118694        15843081        -1724387
1817.266588         7253016         9142835        -1889819
1817.243718         4647318         6767373        -2120055
1817.220848         9167235         6822348         2344887
1817.197978        15962639         8988391         6974248
1817.175108        13924567        15172667        -1248100
1817.152238        12055492        28153127       -16097635
1817.129368        28096449        37801941        -9705492
1817.106498        39142194        31214372         7927822
1817.083628        23598138        16661743         6936395
1817.060758         8089419        10453280        -2363861
1817.037888         5271108         8904926        -3633818
1817.015018         9665569        10397323         -731754
1816.992147        18098110        16370430         1727680
1816.969277        29468125        24894462         4573663
1816.946407        30997875        30079666          918209
1816.923537        19290389        22213224        -2922835
1816.900667        10068593        13476228        -3407635
1816.877797         7597611        11368581        -3770970
1816.854927         8452522        13654771        -5202249
1816.832057        24094623        22410813         1683810
1816.809187        54084961        42407201        11677760
1816.786317        56944010        52869908         4074102
1816.763447        26452523        30672731        -4220208
1816.740577         8817567        16643338        -7825771
1816.717707         8431047        11880298        -3449251
1816.694837         9544167        11371452        -1827285
1816.671967        12777953        14597378        -1819425
1816.649097        29377322        25083109         4294213
1816.626226        51980453        47358099         4622354
1816.603356        50098041        46757144         3340897
1816.580486        23889690        27693809        -3804119
1816.557616         8624911        15325805        -6700894
1816.534746         7150537        10794879        -3644342
1816.511876         8159117        10214467        -2055350
1816.489006        12339036        13356156        -1017120
1816.466136        24540115        23268293         1271822
1816.443266        31980855        31395391          585464
1816.420396        24187328        24257266          -69938
1816.397526        12563079        14152543        -1589464
1816.374656         6848829         9801576        -2952747
1816.351786         6495460         9400986        -2905526
1816.328916         8034945        12427243        -4392298
1816.306046        17681543        22056790        -4375247
1816.283176        37201150        38085210         -884060
1816.260306        43880204        35046936         8833268
1816.237435        25461136        20592691         4868445
1816.214565         8190988        11182464        -2991476
1816.191695         4122311         7611730        -3489419
1816.168825         5734538         6738345        -1003807
1816.145955         7662761         8019323         -356562
1816.123085        12203882        13204542        -1000660
1816.100215        15353719        22733137        -7379418
1816.077345        15682307        17331204        -1648897
1816.054475        14108787         8786906         5321881
1816.031605         7748418         5361203         2387215
1816.008735         3505538         4154942         -649404
1815.985865         2572253         4127846        -1555593
1815.962995         4675658         5524462         -848804
1815.940125        10598128         9713119          885009
1815.917255        12036341        11592247          444094
1815.894385         6065887         6437928         -372041
1815.871514         1665169         3817134        -2151965
1815.848644         1376875         2971369        -1594494
1815.825774          865755         3040203        -2174448
1815.802904         1267138         4185073        -2917935
1815.780034         1728782         7673308        -5944526
1815.757164         5213448        11521443        -6307995
1815.734294        11778411         6846609         4931802
1815.711424        10274748         3413480         6861268
1815.688554         3115918         2022174         1093744
1815.665684          287038         1381682        -1094644
1815.642814          618688         1036967         -418279
1815.619944          292246          827892         -535646
1815.597074         -287160          689397         -976557
1815.574204          239654          591406         -351752
1815.551334         -382350          518497         -900847
1815.528464          128749          462089         -333340
1815.505593          101093          417075         -315982
1815.482723         -107008          380250         -487258
1815.459853         -583620          349507         -933127
1815.436983         -320608          323408         -644016
1815.414113         -459586          300939         -760525
1815.391243         -647230          281367         -928597
1815.368373         -288942          264144         -553086
1815.345503          -18912          248856         -267768
1815.322633          234244          235185            -941
1815.299763         -564460          222878         -787338
1815.276893         -763817          211735         -975552
1815.254023           57330          201593         -144263
1815.231153         -520569          192321         -712890
1815.208283         -570727          183809         -754536
1807.729772           20468           99857          -79389
1807.706902          163832          102686           61146
1807.684032           83520          105658          -22138
1807.661162         -500339          108781         -609120
1807.638292         -687633          112068         -799701
1807.615422          297897          115531          182366
1807.592552          283288          119184          164104
1807.569682         -230482          123042         -353524
1807.546812           19168          127123         -107955
1807.523942           48360          131445          -83085
1807.501072         -582008          136031         -718039
1807.478202         -271496          140904         -412400
1807.455332          316826          146091          170735
1807.432462         -812945          151624         -964569
1807.409591          137780          157537          -19757
1807.386721          136371          163871          -27500
1807.363851         -801926          170672         -972598
1807.340981         -277890          177993         -455883
1807.318111            5268          185897         -180629
1807.295241           -1418          194457         -195875
1807.272371         -274953          203759         -478712
1807.249501         -707451          213907         -921358
1807.226631          329544          225023          104521
1807.203761          -97982          237259         -335241
1807.180891         -393067          250797         -643864
1807.158021         -378016          265866         -643882
1807.135151           92012          282755         -190743
1807.112281         -352066          301831         -653897
1807.089411         -448305          323572         -771877
1807.066541         -305126          348614         -653740
1807.043670           84956          377815         -292859
1807.020800           95053          412371         -317318
1806.997930         -252501          453993         -706494
1806.975060         -624646          505216        -1129862
1806.952190          521209          569947          -48738
1806.929320          142657          654505         -511848
1806.906450         -259252          769718        -1028970
1806.883580          181104          935497         -754393
1806.860710          632373         1191825         -559452
1806.837840          446322         1628402        -1182080
1806.814970          470806         2475888        -2005082
1806.792100         1978321         4412473        -2434152
1806.769230         5809283         9070130        -3260847
1806.746360        11324109        11945184         -621075
1806.723490        10452725         6678405         3774320
1806.700620         4865082         3859091         1005991
1806.677749         2859999         2982913         -122914
1806.654879         2019711         3001800         -982089
1806.632009         3814585         3840420          -25835
1806.609139         8705880         6304204         2401676
1806.586269        13476280        11756350         1719930
1806.563399         9669632        11535514        -1865882
1806.540529         4599530         6806180        -2206650
1806.517659         3966699         5329468        -1362769
1806.494789         6452955         6002488          450467
1806.471919        13264106         9267003         3997103
1806.449049        17255515        17098954          156561
1806.426179        17239319        21656579        -4417260
1806.403309        13646645        16213099        -2566454
1806.380439         8525725         9379472         -853747
1806.357569         5919039         7074562        -1155523
1806.334699         9942473         7257291         2685182
1806.311828        15942627         9722492         6220135
1806.288958        15192346        16665949        -1473603
1806.266088        15713857        30639629       -14925772
1806.243218        30919674        39886181        -8966507
1806.220348        37516844        31577010         5939834
1806.197478        21945769        16799145         5146624
1806.174608         9093118        10754338        -1661220
1806.151738         7973507         9362781        -1389274
1806.128868        11579634        11178161          401473
1806.105998        19506264        17891144         1615120
1806.083128        29142962        26958555         2184407
1806.060258        30577106        31882045        -1304939
1806.037388        20816859        22059442        -1242583
1806.014518        11598022        13640642        -2042620
1805.991648         8011721        11864020        -3852299
1805.968778        12273597        14603118        -2329521
1805.945907        28710237        24405862         4304375
1805.923037        54012098        45821760         8190338
1805.900167        52733224        54829259        -2096035
1805.877297        26269680        31007471        -4737791
1805.854427        10955593        17040546        -6084953
1805.831557        10433599        12385181        -1951582
1805.808687        11254216        12085552         -831336
1805.785817        14383204        15845124        -1461920
1805.762947        31613299        27760517         3852782
1805.740077        53448621        51332189         2116432
1805.717207        49295255        47659460         1635795
1805.694337        24454459        27734946        -3280487
1805.671467        10086254        15529888        -5443634
1805.648597         8507228        11167113        -2659885
1805.625727         9609077        10800690        -1191613
1805.602857        14286876        14455840         -168964
1805.579986        24959035        25435436         -476401
1805.557116        31891424        32992436        -1101012
1805.534246        25033917        24673132          360785
1805.511376        12943075        14283306        -1340231
1805.488506         7402314        10134040        -2731726
1805.465636         7264233         9961007        -2696774
1805.442766        10329118        13479008        -3149890
1805.419896        20350888        24316186        -3965298
1805.397026        38760593        40631696        -1871103
1805.374156        42850861        35973632         6877229
1805.351286        24548712        20659119         3889593
1805.328416         8737726        11343676        -2605950
1805.305546         5498347         7864856        -2366509
1805.282676         6700187         7105965         -405778
1805.259806         7878024         8666916         -788892
1805.236936        13345767        14591004        -1245237
1805.214065        16205583        24304961        -8099378
1805.191195        17009326        17285938         -276612
1805.168325        14368952         8800938         5568014
1805.145455         7435975         5470859         1965116
1805.122585         3636704         4317531         -680827
1805.099715         3073049         4378239        -1305190
1805.076845         6188327         6005337          182990
1805.053975        11659205        10633465         1025740
1805.031105        11603186        11855935         -252749
1805.008235         5752898         6458746         -705848
1804.985365         2251492         3900635        -1649143
1804.962495         1176910         3097867        -1920957
1804.939625         1863051         3238679        -1375628
1804.916755         1414842         4569874        -3155032
1804.893885         1890050         8500714        -6610664
1804.871015         6346268        11993150        -5646882
1804.848144        12521947         6789452         5732495
1804.825274         9956196         3418876         6537320
1804.802404         2985954         2050049          935905
1804.779534          364282         1411527        -1047245
1804.756664          732611         1064170         -331559
1804.733794          406184          851821         -445637
1804.710924          -41974          710331         -752305
1804.688054          337949          609777         -271828
1804.665184          -93027          534706         -627733
1804.642314          582094          476470          105624
1804.619444          289882          429899         -140017
1804.596574         -208249          391734         -599983
1804.573704         -272700          359827         -632527
1804.550834         -660283          332709         -992992
1804.527964          -30918          309340         -340258
1804.505094         -363820          288966         -652786
1804.482223         -238876          271024         -509900
1804.459353          686850          255090          431760
1804.436483          109735          240832         -131097
1804.413613         -637124          227990         -865114
1804.390743         -326362          216358         -542720
1535.827603          913100         1014461         -101361
1535.804733         1593986         1102141          491845
1535.781863         1641795         1202854          438941
1535.758993         1979238         1319466          659772
1535.736123         2605504         1455707         1149797
1535.713253         2670662         1616517         1054145
1535.690383         2638532         1808558          829974
1535.667513         2727487         2041016          686471
1535.644643         2740810         2326884          413926
1535.621773         2517206         2685099         -167893
1535.598903         4068557         3144265          924292
1535.576033         4173500         3749516          423984
1535.553162         5930307         4576052         1354255
1535.530292         7033056         5758170         1274886
1535.507422         9890655         7558554         2332101
1535.484552        12588984        10556633         2032351
1535.461682        18938870        16221422         2717448
1535.438812        31633938        28065951         3567987
1535.415942        51888980        45964391         5924589
1535.393072        73821334        70450295         3371039
1535.370202        93085655        89032966         4052689
1535.347332       107273034       107187675           85359
1535.324462        97424953        94500685         2924268
1535.301592        71774721        70433016         1341705
1535.278722        51699543        51329832          369711
1535.255852        35958598        34885816         1072782
1535.232982        32989759        32866351          123408
1535.210112        44496315        44322038          174277
1535.187241        67518508        65380063         2138445
1535.164371        93630742        93952263         -321521
1535.141501       113915394       115309798        -1394404
1535.118631       109762049       108159761         1602288
1535.095761        81528791        76107857         5420934
1535.072891        47860517        43121562         4738955
1535.050021        22723348        23401314         -677966
1535.027151        12279353        14560904        -2281551
1535.004281         8957783        10111265        -1153482
1534.981411         6776309         7564427         -788118
1534.958541         4762226         5966631        -1204405
1534.935671         3264976         4897890        -1632914
1534.912801         2954144         4150024        -1195880
1534.889931         3012602         3610058         -597456
1534.867061         2294851         3212299         -917448
1534.844191         2631668         2916503         -284835
1534.821320         2608757         2697057          -88300
1534.798450         2729277         2537266          192011
1534.775580         2614908         2426181          188727
1534.752710         2432852         2356780           76072
1534.729840         1978768         2324921         -346153
1534.706970         2058324         2328770         -270446
1534.684100         2657802         2368569          289233
1534.661230         3137854         2446670          691184
1534.638360         2341940         2567863         -225923
1534.615490         2531539         2740074         -208535
1534.592620         2747688         2975625         -227937
1534.569750         2451036         3293453         -842417
1534.546880         3493704         3723075         -229371
1534.524010         4170736         4312003         -141267
1534.501140         5033812         5140538         -106726
1534.478270         6312425         6353838          -41413
1534.455399         8898314         8239401          658913
1534.432529        11614631        11440504          174127
1534.409659        19482522        17606991         1875531
1534.386789        32894849        30483916         2410933
1534.363919        53455442        49108998         4346444
1534.341049        77337783        74562113         2775670
1534.318179        96864677        93072212         3792465
1534.295309       108354666       109490364        -1135698
1534.272439        95797523        93716142         2081381
1534.249569        70562299        69960309          601990
1534.226699        50053572        49784471          269101
1534.203829        34982743        34422209          560534
1534.180959        33465525        33711592         -246067
1534.158089        45927016        46436671         -509655
1534.135219        71142324        68715717         2426607
1534.112349        98615216        97011962         1603254
1534.089478       116794292       117959259        -1164967
1534.066608       109286933       107512671         1774262
1534.043738        79124238        74966778         4157460
1534.020868        47540329        41948655         5591674
1533.997998        24305284        22803680         1501604
1533.975128        13870012        14177602         -307590
1533.952258         9825140         9784378           40762
1533.929388         7359427         7238600          120827
1533.906518         5154360         5619133         -464773
1533.883648         3776848         4517248         -740400
1533.860778         3359182         3728939         -369757
1533.837908         2647798         3142703         -494905
1533.815038         2395735         2693138         -297403
1533.792168         3239701         2339671          900030
1533.769298         2500031         2055962          444069
1533.746428         2405153         1824253          580900
1533.723557         2044516         1632188          412328
1533.700687         2023118         1470938          552180
1533.677817         1335094         1334040            1054
1518.423486         -123909          510071         -633980
1518.400616          904212          540301          363911
1518.377746          463082          573538         -110456
1518.354876          333045          610214         -277169
1518.332006          357020          650845         -293825
1518.309136          604839          696048          -91209
1518.286266         1237875          746571          491304
1518.263395          720136          803326          -83190
1518.240525          252340          867435         -615095
1518.217655          827936          940296         -112360
1518.194785         1577642         1023665          553977
1518.171915         1518564         1119777          398787
1518.149045         2030778         1231522          799256
1518.126175         1952584         1362687          589897
1518.103305         2371346         1518328          853018
1518.080435         2361164         1705335          655829
1518.057565         2088515         1933316          155199
1518.034695         2653672         2216045          437627
1518.011825         2861046         2573917          287129
1517.988955         3295710         3038345          257365
1517.966085         4352883         3660103          692780
1517.943215         5698818         4526394         1172424
1517.920345         6845991         5799266         1046725
1517.897474         8845287         7812842         1032445
1517.874604        12899892        11354837         1545055
1517.851734        21630868        18496148         3134720
1517.828864        35406204        32306431         3099773
1517.805994        54884133        50291146         4592987
1517.783124        74350262        71213605         3136657
1517.760254        92010325        88355144         3655181
1517.737384        96139356        93524139         2615217
1517.714514        76500732        73935364         2565368
1517.691644        55630088        55254194          375894
1517.668774        40331844        37584883         2746961
1517.645904        30032036        28887262         1144774
1517.623034        32365409        32853128         -487719
1517.600164        48425983        47591558          834425
1517.577294        73475374        71470857         2004517
1517.554424        97308137        93129303         4178834
1517.531553       105816740       105546649          270091
1517.508683        87515296        83338799         4176497
1517.485813        57199522        52909345         4290177
1517.462943        29752813        28042526         1710287
1517.440073        13524532        16259139        -2734607
1517.417203         9140562        10738094        -1597532
1517.394333         7333280         7761759         -428479
1517.371463         4561185         5971176        -1409991
1517.348593         3664168         4808094        -1143926
1517.325723         2653758         4010778        -1357020
1517.302853         2438172         3443081        -1004909
1517.279983         2121207         3028357         -907150
1517.257113         2663532         2720774          -57242
1517.234243         2094605         2491666         -397061
1517.211373         2592054         2322526          269528
1517.188503         2188847         2201213          -12366
1517.165632         2794826         2119800          675026
1517.142762         2173297         2073334           99963
1517.119892         1500001         2059131         -559130
1517.097022         2041366         2076420          -35054
1517.074152         2603717         2126248          477469
1517.051282         2632474         2211630          420844
1517.028412         1715485         2337972         -622487
1517.005542         2101597         2513893         -412296
1516.982672         2492719         2752672         -259953
1516.959802         2793866         3074805         -280939
1516.936932         3060241         3512664         -452423
1516.914062         3979802         4119462         -139660
1516.891192         4969478         4987787          -18309
1516.868322         6509365         6291777          217588
1516.845452         8585444         8395272          190172
1516.822582        12018279        12168616         -150337
1516.799711        21335790        19896914         1438876
1516.776841        36743037        34354279         2388758
1516.753971        56250472        53250289         3000183
1516.731101        75728988        73545594         2183394
1516.708231        91522993        91137410          385583
1516.685361        93523993        92654962          869031
1516.662491        73585827        72271646         1314181
1516.639621        53077997        53967531         -889534
1516.616751        38257007        36074059         2182948
1516.593881        29165992        28704683          461309
1516.571011        33571257        33803233         -231976
1516.548141        50784782        49242963         1541819
1516.525271        75754407        73934814         1819593
1516.502401        97474635        94782406         2692229
1516.479531       103981650       104818405         -836755
1516.456661        84291449        81598972         2692477
1516.433790        54526227        51151858         3374369
1516.410920        29214850        27009875         2204975
1516.388050        15136040        15684542         -548502
1516.365180        10435260        10323461          111799
1516.342310         7776084         7398921          377163
1516.319440         5368501         5617006         -248505
1516.296570         3837567         4442053         -604486
1516.273700         2901585         3621131         -719546
1516.250830         2892349         3021788         -129439
1516.227960         2479782         2568891          -89109
1516.205090         2012854         2217063         -204209
1516.182220         2583489         1937481          646008
1516.159350         2370137         1711063          659074
1516.136480         2067135         1524736          542399
1516.113610         2032979         1369276          663703
1516.090740          938927         1238014         -299087
1516.067869         1554725         1126019          428706
1516.044999          780244         1029578         -249334
1516.022129          351642          945845         -594203
1515.999259         1339794          872611          467183
1515.976389          789365          808135          -18770
1374.662275          478007          123045          354962
1374.639405         -369160          125917         -495077
1374.616535          -23740          128898         -152638
1374.593665           35393          131994          -96601
1374.570795          422295          135210          287085
1374.547925          -38581          138553         -177134
1374.525055         -269811          142031         -411842
1374.502185           50383          145650          -95267
1374.479315          -75149          149420         -224569
1374.456445          308825          153349          155476
1374.433574           97683          157446          -59763
1374.410704           73656          161722          -88066
1374.387834         -140196          166188         -306384
1374.364964         -382876          170855         -553731
1374.342094          267920          175737           92183
1374.319224         -170089          180847         -350936
1374.296354           68477          186201         -117724
1374.273484         -276593          191815         -468408
1374.250614         -216952          197707         -414659
1374.227744         -514758          203898         -718656
1374.204874           31413          210407         -178994
1374.182004          247066          217260           29806
1374.159134          172487          224481          -51994
1374.136264         -951217          232100        -1183317
1374.113394         -931255          240147        -1171402
1374.090524           56720          248657         -191937
1374.067653         -145363          257668         -403031
1374.044783         -483195          267223         -750418
1374.021913         -269170          277369         -546539
1373.999043         -691276          288158         -979434
1373.976173          -50309          299651         -349960
1373.953303         -516846          311913         -828759
1373.930433         -660962          325018         -985980
1373.907563           39658          339052         -299394
1373.884693         -629599          354109         -983708
1373.861823         -619743          370299         -990042
1373.838953         -356837          387747         -744584
1373.816083          -62120          406595         -468715
1373.793213         -186857          427008         -613865
1373.770343         -684693          449179        -1133872
1373.747473          373370          473331          -99961
1373.724603         -186048          499726         -685774
1373.701732         -439540          528674         -968214
1373.678862         -257813          560543         -818356
1373.655992           21727          595776         -574049
1373.633122          638734          634908            3826
1373.610252          -26237          678591         -704828
1373.587382           54324          727630         -673306
1373.564512          631367          783031         -151664
1373.541642          989519          846063          143456
1373.518772         -223630          918358        -1141988
1373.495902          469642         1002046         -532404
1373.473032         1014451         1099959          -85508
1373.450162         1084306         1215952         -131646
1373.427292         1512456         1355408          157048
1373.404422         1343466         1526081         -182615
1373.381552         2225779         1739557          486222
1373.358682         2985963         2013929          972034
1373.335811         2614051         2379054          234997
1373.312941         1912947         2887690         -974743
1373.290071         3651850         3641574           10276
1373.267201         5337486         4860299          477187
1373.244331         7459136         7089408          369728
1373.221461        12569154        11857593          711561
1373.198591        23780179        21839579         1940600
1373.175721        34572053        30203021         4369032
1373.152851        40024231        33242228         6782003
1373.129981        32524997        30987142         1537855
1373.107111        18705368        20618944        -1913576
1373.084241        15466782        18157042        -2690260
1373.061371        25902636        23879830         2022806
1373.038501        44847180        40624832         4222348
1373.015631        65108641        57620455         7488186
1372.992761        78018416        72419991         5598425
1372.969890        63119150        60526722         2592428
1372.947020        39158719        38587252          571467
1372.924150        34841564        36635148        -1793584
1372.901280        48331647        47615102          716545
1372.878410        64171849        61920151         2251698
1372.855540        60547833        61258546         -710713
1372.832670        51130053        48357081         2772972
1372.809800        48144602        44967288         3177314
1372.786930        46342842        38574908         7767934
1372.764060        50254930        48775558         1479372
1372.741190        62881899        71227896        -8345997
1372.718320        69738472        79970874       -10232402
1372.695450        52888342        46728724         6159618
1372.672580        27995369        25640729         2354640
1372.649710        17535500        18592576        -1057076
1372.626840        22767601        19088027         3679574
1372.603970        27350129        28047602         -697473
1372.581099        31668907        39708806        -8039899
1372.558229        33841926        36544031        -2702105
1372.535359        25493231        20831284         4661947
1372.512489        12428450        11450010          978440
1372.489619         5384698         7443034        -2058336
1372.466749         3828723         5499909        -1671186
1372.443879         3148159         4429588        -1281429
1372.421009         2929819         3792986         -863167
1372.398139         2542424         3404749         -862325
1372.375269         2581547         3178442         -596895
1372.352399         2782800         3072700         -289900
1372.329529         3561737         3070842          490895
1372.306659         3197226         3173908           23318
1372.283789         2362490         3401445        -1038955
1372.260919         2561604         3800870        -1239266
1372.238049         3859173         4474128         -614955
1372.215178         5439411         5651892         -212481
1372.192308         7615314         7922367         -307053
1372.169438        13131638        12941939          189699
1372.146568        24538609        23104553         1434056
1372.123698        35230869        30672154         4558715
1372.100828        38430483        33536144         4894339
1372.077958        30145111        29837993          307118
1372.055088        18592581        20043309        -1450728
1372.032218        16426733        18405571        -1978838
1372.009348        26844130        24975959         1868171
1371.986478        45904467        42455290         3449177
1371.963608        64813950        58591663         6222287
